policy,extra_delay,seed,wAoI,worst_user_mean_aoi,p95_user_mean_aoi,p95_slot_aoi,p99_slot_aoi,cvar95_slot_aoi,slot_aoi_gt40,slot_aoi_gt60,mean_service_rate,worst_service_rate,jain_service_fairness,starvation_p95,starvation_max,rejection_rate,rejected_candidates,proposed_candidates,mean_power,max_avg_power,max_queue,finite_window_bound,bound_ok,certificate_ok,uav_pi_los,uav_pth,uav_mean_aoi,uav_avg_power,uav_service_rate,uav_max_queue,method,dwell,delay
Known-Transition Safe,4,5,417.4643243243243,23.77756756756757,20.774418918918915,36.0,58.0,51.18108108108108,0.035,0.008693693693693693,0.1258108108108108,0.04351351351351351,0.8199547055863111,29.0,174.0,0.033153153153153155,368,11100,0.2527804893479679,0.38559075972269363,23.995785780785145,0.4064864864864865,True,True,0.9411489522;0.4821824971;0.3825098869;0.7544254172;0.3523107703;0.8677360717;0.95;0.2189202535;0.8265150398;0.3376263363;0.2625732011;0.2699141276,0.3546353857;0.9781203331;1.218803669;0.5851252029;1.315645181;0.4538598372;0.2241414152;2.064668323;0.5023771293;1.368663091;1.731770293;1.687095206,4.918918919;10.25081081;11.63405405;7.035675676;13.34810811;6.032702703;4.727027027;23.77756757;5.852162162;12.22054054;18.3172973;17.25648649,0.08520833996;0.2799539007;0.3432414657;0.151499985;0.3488237628;0.1123609759;0.05585361753;0.3855907597;0.1326547176;0.3736080331;0.3852018787;0.3793684354,0.2021621622;0.1237837838;0.09459459459;0.172972973;0.09027027027;0.1810810811;0.2097297297;0.04351351351;0.1883783784;0.08567567568;0.05486486486;0.0627027027,0.3546353857;9.431128661;23.9897541;1.69587642;23.97951747;0.7231590234;0.2241414152;23.99272794;0.9118856464;23.95475772;23.99578578;23.98047262,Known transition,8.0,4
Known-Transition Safe,4,6,313.12702702702705,16.167837837837837,15.661243243243241,28.0,46.0,39.07072072072072,0.016531531531531533,0.002635135135135135,0.14927927927927928,0.0645945945945946,0.9073289230056453,23.0,77.0,0.006666666666666667,74,11100,0.17826705194679482,0.366792280410691,23.986439269722634,0.4064864864864865,True,True,0.6600953202;0.4082536129;0.95;0.8542797728;0.5796663152;0.95;0.7238759829;0.298421524;0.95;0.3698913443;0.95;0.5870736138,0.6992694381;1.146768836;0.2551559305;0.4699577518;0.8105930222;0.2156180293;0.6208604762;1.535216558;0.2628816135;1.257463669;0.2571157349;0.7995478023,8.19027027;13.15783784;4.829189189;5.855405405;9.41972973;4.724324324;7.745675676;16.16783784;4.450810811;15.24675676;4.634594595;8.899189189,0.1973073766;0.3198555241;0.05875482508;0.1169813755;0.2063726019;0.04994179759;0.1401131075;0.3667922804;0.05996542751;0.3490311318;0.06080439676;0.2132847786,0.1508108108;0.09405405405;0.2;0.1875675676;0.1310810811;0.1967567568;0.1427027027;0.06459459459;0.2021621622;0.07972972973;0.2013513514;0.1405405405,4.883197077;15.66242644;0.2551559305;0.6798310071;4.158895334;0.2156180293;1.629465239;23.98643927;0.2628816135;23.96274746;0.2571157349;4.393217035,Known transition,8.0,4
Known-Transition Safe,4,7,381.6408108108108,30.306216216216217,23.59041891891891,35.0,68.0,58.34639639639639,0.0363063063063063,0.013243243243243243,0.1535135135135135,0.033243243243243244,0.8407052434632603,23.0,237.0,0.05603603603603603,622,11100,0.1958260223117649,0.3951925259469936,23.99935184762249,0.4064864864864865,True,True,0.95;0.8194645516;0.5139536145;0.1957148488;0.2668165055;0.95;0.9166527097;0.2817874583;0.4060368001;0.95;0.95;0.8957240492,0.2129344738;0.5105004868;0.9182376412;2.309972111;1.705631049;0.2143947682;0.3910280632;1.619983796;1.152645744;0.2643493157;0.2202876177;0.4190042049,4.861351351;5.527567568;9.952162162;30.30621622;18.09567568;4.756756757;5.245405405;17.16135135;11.72054054;4.687297297;4.537837838;5.151891892,0.05237037059;0.1279010679;0.2839091518;0.3951925259;0.3872243462;0.05255569047;0.1019843462;0.3883582776;0.3286598;0.06565865435;0.05602449954;0.1100735371,0.2078378378;0.192972973;0.1308108108;0.03324324324;0.06054054054;0.2072972973;0.2064864865;0.06594594595;0.1056756757;0.207027027;0.2172972973;0.207027027,0.2129344738;0.8420019473;10.74712924;23.99442212;23.99844559;0.2143947682;0.3910280632;23.99935185;15.47408083;0.2643493157;0.2202876177;0.5140252297,Known transition,8.0,4
Known-Transition Safe,4,8,416.1302702702703,23.625945945945947,23.045027027027025,37.0,63.0,53.51486486486486,0.04063063063063063,0.011103603603603603,0.1386711711711712,0.03486486486486486,0.7999150426609835,25.599999999999454,141.0,0.06432432432432432,714,11100,0.22978606056665618,0.39410450905865646,23.998591499903377,0.4064864864864865,True,True,0.924502767;0.7675714746;0.2938168902;0.223720696;0.8564804989;0.95;0.4732619221;0.198994158;0.3554966144;0.365156396;0.95;0.8950142286,0.3798996382;0.5699618165;1.557699888;2.021057334;0.4673466129;0.2347890628;0.9960890923;2.271318822;1.304697623;1.272612991;0.2590903055;0.4199186836,4.737567568;6.811081081;16.72297297;22.56972973;5.672702703;4.527837838;10.80783784;23.62594595;12.23135135;13.78216216;4.428108108;4.692972973,0.09764447457;0.1597433524;0.3835309725;0.3818159666;0.1172155829;0.05907800473;0.288058197;0.3941045091;0.3522683581;0.3453252547;0.06470255196;0.1139455023,0.2105405405;0.1808108108;0.0627027027;0.0427027027;0.1913513514;0.2127027027;0.1210810811;0.03486486486;0.08810810811;0.09;0.2156756757;0.2135135135,0.3798996382;1.749427248;23.99259576;23.98010421;0.6693864514;0.2347890628;13.8983164;23.9985915;23.99724593;23.98994317;0.2590903055;0.4995934181,Known transition,8.0,4
Known-Transition Safe,4,9,537.0754054054054,31.348108108108107,27.457229729729725,46.0,81.0,68.57882882882883,0.0675,0.02385135135135135,0.12304054054054057,0.03405405405405405,0.7476996569402781,30.0,213.0,0.1453153153153153,1613,11100,0.25986086287522764,0.3954307437444333,23.999493627995992,0.4064864864864865,True,True,0.3257577326;0.6871221964;0.2523803769;0.1963495047;0.5437054116;0.2493362779;0.95;0.4363495231;0.95;0.6652629851;0.95;0.2127973752,1.414897118;0.6652565043;1.798374164;2.302374716;0.8671448273;1.819394726;0.209506079;1.076896197;0.2790122724;0.6926602831;0.247425482;2.123503268,15.66243243;7.618108108;20.69972973;31.34810811;9.299459459;22.14189189;4.171621622;9.934054054;4.5;7.255675676;4.38027027;24.27378378,0.3781981755;0.1803384524;0.3917539396;0.3945150189;0.265065081;0.3943661001;0.05328249197;0.3256883363;0.07178910359;0.2051772082;0.06272570327;0.3954307437,0.07054054054;0.1613513514;0.04648648649;0.03405405405;0.1359459459;0.04621621622;0.2202702703;0.1194594595;0.217027027;0.1681081081;0.2202702703;0.03675675676,23.98098759;4.500899598;23.99677052;23.99949363;8.212910337;23.9977866;0.209506079;23.19825279;0.2790122724;3.189904246;0.247425482;23.99267976,Known transition,8.0,4
Known-Transition Safe,4,10,569.0737837837838,31.86,28.349513513513507,49.0,83.0,70.74324324324324,0.07801801801801801,0.028896396396396396,0.09972972972972975,0.0327027027027027,0.7792933985283432,37.0,185.0,0.10891891891891892,1209,11100,0.30803206924985155,0.3992110733966348,23.999080823852445,0.4064864864864865,True,True,0.2210551088;0.5230742899;0.4621770162;0.8877431859;0.3493760462;0.4491418585;0.5565464418;0.34857734;0.2223217792;0.6900300697;0.2104662511;0.2177243916,2.045012567;0.9021077578;1.019211399;0.4291816563;1.325898395;1.047619095;0.8463561798;1.328717478;2.03354937;0.6616731043;2.146920017;2.075867389,19.73837838;11.02243243;11.35783784;5.267027027;15.48108108;11.02621622;9.704324324;13.72675676;22.51;7.217027027;25.4772973;31.86,0.3885523877;0.2733142693;0.2873074296;0.10973131;0.3350581078;0.3239124985;0.2445283125;0.3594719448;0.3968169312;0.1829436718;0.3992110734;0.3955368944,0.05189189189;0.1186486486;0.1162162162;0.2105405405;0.07756756757;0.1210810811;0.1413513514;0.08243243243;0.04405405405;0.1635135135;0.03675675676;0.0327027027,23.99589223;8.161124977;12.08372436;0.5167266252;23.89491973;14.36190651;12.65424719;23.88355071;23.98719018;3.001750357;23.99908082;23.99321517,Known transition,8.0,4
Known-Transition Safe,4,11,436.2081081081081,25.322702702702703,22.69563513513513,38.0,63.0,52.9509009009009,0.043018018018018016,0.011824324324324325,0.11684684684684687,0.036216216216216214,0.8468002904536642,31.0,104.0,0.033063063063063065,367,11100,0.2562393987057125,0.39103704267012235,23.995356387257225,0.4064864864864865,True,True,0.95;0.2935060875;0.6227889451;0.4312530983;0.6153269509;0.4183303984;0.9434799305;0.4987828682;0.6260188518;0.4351735249;0.2492611008;0.2092716103,0.3358641596;1.559243329;0.7487311135;1.088976442;0.7590395275;1.120756955;0.3508668233;0.9460759936;0.7443154627;1.079661914;1.819920828;2.159149808,4.908918919;14.66864865;8.101351351;11.43486486;9.291621622;12.97189189;5.07027027;11.2427027;9.804054054;11.26756757;20.54621622;25.3227027,0.07833804588;0.3573617142;0.1977054859;0.3190406658;0.1957091106;0.3165381128;0.08572529954;0.2602987464;0.1824578715;0.3043479397;0.3910370427;0.3863127494,0.1983783784;0.07054054054;0.1564864865;0.102972973;0.1375675676;0.09621621622;0.2;0.1108108108;0.1343243243;0.1081081081;0.05054054054;0.03621621622,0.3358641596;23.99535639;7.908126746;19.49370433;5.694067242;19.569959;0.3508668233;14.74405183;8.56241027;16.2305336;23.99524965;23.98724712,Known transition,8.0,4
Known-Transition Safe,4,12,460.28297297297297,20.701621621621623,19.432013513513514,37.0,56.0,51.15045045045045,0.036463963963963966,0.007454954954954955,0.10957207207207208,0.04945945945945946,0.8423854743203,32.0,124.0,0.024774774774774775,275,11100,0.2771079316458827,0.38800791889624064,23.9994052379981,0.4064864864864865,True,True,0.2277146089;0.9318683167;0.4490225566;0.364868936;0.3264467419;0.2532754659;0.5108922966;0.7249468559;0.885090931;0.3371942215;0.4510893652;0.3770521179,1.986329388;0.369039043;1.047885528;1.273544601;1.412123145;1.792296255;0.9237509324;0.6195927545;0.4325165816;1.370290719;1.043286736;1.235229773,18.39324324;5.059189189;11.52459459;13.70702703;14.66918919;20.70162162;10.11810811;7.056486486;5.738378378;15.24756757;11.95702703;12.50513514,0.386528962;0.08597612299;0.3104006863;0.347643256;0.3652437432;0.3880079189;0.2461671404;0.1497070061;0.1073108708;0.3525720984;0.2712545514;0.3144828232,0.05135135135;0.1972972973;0.1124324324;0.08486486486;0.07945945946;0.04945945946;0.1191891892;0.1618918919;0.1894594595;0.07567567568;0.1018918919;0.09189189189,23.9934339;0.369039043;23.95484878;23.99469485;23.89717654;23.99940524;7.427516783;1.576334791;0.5300663265;23.49645541;12.58517556;19.28074432,Known transition,8.0,4
Known-Transition Safe,4,13,337.13216216216216,26.464864864864865,19.72677027027026,30.0,57.0,47.54414414414414,0.02364864864864865,0.008963963963963964,0.15022522522522522,0.03945945945945946,0.8931865427570077,23.0,156.0,0.03576576576576577,397,11100,0.1836570593883454,0.3918871781201917,23.991444801722317,0.4064864864864865,True,True,0.931036637;0.7159624459;0.6775674106;0.3509019354;0.95;0.7562371291;0.2357345475;0.5713184825;0.95;0.8385292043;0.9458583108;0.3749843981,0.3702883284;0.6302691506;0.6771299559;1.320546841;0.2764601871;0.5830294735;1.920506701;0.8232731646;0.2265612916;0.488449848;0.3469497415;1.241568686,5.718108108;7.166216216;8.743513514;14.21378378;4.994864865;6.434324324;26.46486486;9.13972973;4.711891892;5.904324324;5.196486486;12.46783784,0.09047044565;0.1711947288;0.1663543594;0.3469112242;0.06821841915;0.1493816056;0.3918871781;0.2409742803;0.05633415899;0.1251487719;0.07285944571;0.3241500948,0.1864864865;0.1643243243;0.1437837838;0.07891891892;0.2067567568;0.1708108108;0.03945945946;0.1381081081;0.2132432432;0.1889189189;0.1797297297;0.09216216216,0.3702883284;2.072422356;3.32555947;23.97796516;0.2764601871;1.464235788;23.9914448;8.60510228;0.2265612916;0.9306990882;0.3469497415;19.48627774,Known transition,8.0,4
Known-Transition Safe,4,14,469.25,23.94810810810811,21.091527027027023,38.0,61.0,51.66981981981982,0.04123873873873874,0.010292792792792793,0.11036036036036036,0.0372972972972973,0.8407851904145586,33.0,103.0,0.043153153153153156,479,11100,0.27305744498324186,0.399731563530639,23.99598236154746,0.4064864864864865,True,True,0.3969158517;0.64914127;0.685168137;0.2123384503;0.8391928019;0.2547057577;0.6450583303;0.3536782427;0.3495021855;0.2638904463;0.8142278578;0.4332858251,1.177446822;0.7134614509;0.6676722331;2.128067317;0.4876767217;1.782678959;0.7188179662;1.310923092;1.325454306;1.723560971;0.5165166625;1.084128614,12.09297297;8.238108108;7.66972973;23.94810811;6.002162162;18.75432432;8.168648649;14.08648649;14.08540541;18.22054054;5.954864865;12.09783784,0.322365846;0.196876795;0.1851437057;0.3997315635;0.1211283533;0.3835168788;0.202046131;0.3426115216;0.3446181197;0.3652085949;0.1242431972;0.289198633,0.09621621622;0.1497297297;0.1516216216;0.0372972973;0.1794594595;0.05540540541;0.1467567568;0.08;0.08324324324;0.05891891892;0.1837837838;0.1018918919,17.14297922;7.317304979;3.215083496;23.99598236;0.750706887;23.9939914;3.34463356;19.63692368;23.96543327;23.99585338;0.9321332999;13.89211566,Known transition,8.0,4
Known-Transition Safe,4,15,412.0989189189189,26.95081081081081,22.63613513513513,37.0,62.0,52.605405405405406,0.038378378378378375,0.01108108108108108,0.1356081081081081,0.031081081081081083,0.8404101769346517,27.0,145.0,0.06063063063063063,673,11100,0.233234138267808,0.4001005729555505,23.995547790976776,0.4064864864864865,True,True,0.95;0.6682774533;0.3936552323;0.8783623152;0.2542081145;0.6112416568;0.1961261937;0.2603661895;0.4858854259;0.9440218225;0.777121657;0.6438927182,0.2609434761;0.6888292002;1.186565108;0.4408835581;1.786011998;0.7647485898;2.305041448;1.74572184;0.9708198352;0.349980936;0.5589976316;0.7203540735,4.395675676;6.91;12.11405405;5.770810811;19.10594595;8.032702703;26.95081081;18.09891892;10.22648649;4.875405405;7.323513514;8.590810811,0.06326116163;0.1936168563;0.3328796167;0.1065270002;0.3924399337;0.2168165597;0.3924800303;0.400100573;0.2844239733;0.08399542465;0.143224258;0.1890442717,0.2140540541;0.1745945946;0.1032432432;0.1856756757;0.05297297297;0.1656756757;0.03108108108;0.05567567568;0.1302702703;0.2040540541;0.1640540541;0.1459459459,0.2609434761;3.243608803;20.03725791;0.6044177903;23.99554779;7.553966155;23.99233623;23.98047589;11.41213555;0.349980936;2.861957369;2.884957029,Known transition,8.0,4
Known-Transition Safe,4,16,502.50513513513516,25.53837837837838,24.865,44.0,74.0,62.83738738738739,0.06195945945945946,0.02123873873873874,0.12407657657657657,0.03513513513513514,0.7766481022956622,30.0,129.0,0.10936936936936936,1214,11100,0.2685763917991775,0.39812855960190774,23.992514211306432,0.4064864864864865,True,True,0.3932789834;0.7735119064;0.901603995;0.8416273572;0.2260479039;0.7045979448;0.6624829137;0.1982197585;0.7522839954;0.3841282698;0.2247729528;0.2144342016,1.187626136;0.5631378354;0.4113518347;0.4848363331;2.00065631;0.6439160289;0.6962092138;2.280313362;0.5876051337;1.214015836;2.011774821;2.107404393,13.83945946;6.82027027;5.010810811;5.817837838;20.21675676;6.03;7.244864865;25.53837838;6.420540541;12.01378378;24.31405405;22.49351351,0.3444115794;0.1698545471;0.1077297102;0.1170159042;0.3903983394;0.1787302059;0.2082982702;0.397514086;0.1684997424;0.3497678057;0.3925679515;0.3981285596,0.09540540541;0.1854054054;0.2102702703;0.1794594595;0.04945945946;0.1843243243;0.1740540541;0.03513513514;0.1897297297;0.102972973;0.04135135135;0.04135135135,23.98332498;1.883929696;0.4454073388;0.7393453325;23.80279983;2.614824404;6.9900672;23.98726247;1.801682139;23.9848868;23.98891298;23.99251421,Known transition,8.0,4
Known-Transition Safe,4,17,425.10324324324324,32.11864864864865,27.706756756756754,43.0,80.0,66.72072072072072,0.05529279279279279,0.022725225225225226,0.1464864864864865,0.031621621621621625,0.8130446274495694,24.0,196.0,0.08297297297297297,921,11100,0.21197905722611324,0.40004163137426285,23.998057027533097,0.4064864864864865,True,True,0.6058267012;0.4606290406;0.8627452041;0.95;0.8920394043;0.9329954481;0.2434414901;0.2237143759;0.7874097494;0.2072792387;0.95;0.5223938409,0.772389876;1.022513998;0.4598691245;0.2139841101;0.4237308779;0.3673358894;1.861711545;2.021113381;0.5472165522;2.179902851;0.241873434;0.9032962107,8.159459459;10.76324324;4.794594595;4.054324324;5.21027027;4.871351351;24.09702703;22.87054054;6.595945946;32.11864865;4.488918919;9.145945946,0.213137855;0.2805004616;0.1180745049;0.05708170721;0.1099409845;0.09292605201;0.3964942425;0.3922052453;0.1524811528;0.4000416314;0.05889944974;0.2719653997,0.142972973;0.1159459459;0.2097297297;0.2283783784;0.2008108108;0.2110810811;0.0472972973;0.03891891892;0.19;0.03162162162;0.2078378378;0.1332432432,6.937357024;9.382737968;0.6394764981;0.2139841101;0.4949235117;0.3673358894;23.99590539;23.98465782;1.513815179;23.99805703;0.241873434;11.84832948,Known transition,8.0,4
Known-Transition Safe,4,18,339.25513513513516,24.622432432432433,20.947094594594592,32.0,58.0,48.865765765765765,0.027995495495495494,0.008896396396396396,0.16002252252252255,0.04432432432432432,0.8542615549559603,21.0,163.0,0.044144144144144144,490,11100,0.18854489104437513,0.39793403243537423,23.998058294669054,0.4064864864864865,True,True,0.95;0.2298402862;0.2514208534;0.95;0.8064515181;0.2889292384;0.86964094;0.95;0.4229897239;0.9113191376;0.93510967;0.8418183031,0.2641897105;1.968390267;1.804941085;0.3377909827;0.5254308787;1.582364629;0.451552802;0.2372894534;1.10910177;0.3983676074;0.3641087485;0.4846132827,4.531351351;24.62243243;17.94;4.427027027;6.249189189;14.75243243;5.59;4.553243243;11.08918919;4.671081081;5.246486486;6.352432432,0.06790389585;0.3979340324;0.3883062442;0.0841738611;0.1353339533;0.3669375275;0.1202106784;0.06111806731;0.3165436404;0.09905356725;0.09496349791;0.130059727,0.2162162162;0.04432432432;0.05405405405;0.2137837838;0.1875675676;0.07297297297;0.197027027;0.2172972973;0.1056756757;0.2064864865;0.2081081081;0.1967567568,0.2641897105;23.99805829;23.98798908;0.3377909827;0.9017235147;23.96711355;0.606211208;0.2372894534;23.98263277;0.3983676074;0.3641087485;1.584585958,Known transition,8.0,4
Known-Transition Safe,4,19,517.2002702702703,27.004324324324326,26.483756756756758,41.0,73.0,60.83468468468468,0.052477477477477476,0.017905405405405406,0.10387387387387387,0.035405405405405405,0.8272407656312225,34.0,153.0,0.056666666666666664,629,11100,0.2922093164654629,0.3887365681936502,23.99687648505015,0.4064864864864865,True,True,0.8339118425;0.4218873338;0.3658373363;0.3670076204;0.481511622;0.1930715746;0.2120595117;0.3057773787;0.5446939528;0.4653449839;0.3623629999;0.8770434254,0.4938172966;1.111838862;1.270411673;1.266646367;0.9794527448;2.342239302;2.1308523;1.500722279;0.8655191693;1.012509865;1.281724896;0.4425090154,5.898378378;12.41432432;14.53162162;12.06945946;10.82351351;27.00432432;26.05783784;15.94459459;9.492162162;9.951621622;13.30189189;5.524594595,0.1281255688;0.2848711463;0.3509083053;0.3526069618;0.2596873359;0.3861529661;0.3887365682;0.3836981826;0.2481934699;0.2813135516;0.3394838913;0.1027338498,0.19;0.09648648649;0.08432432432;0.09540540541;0.1124324324;0.03540540541;0.03891891892;0.06675675676;0.1362162162;0.1159459459;0.08567567568;0.1889189189,0.7752691863;12.99597156;23.83816572;23.06500213;14.54248783;23.99288744;23.99687649;23.97295016;9.841421725;9.000157835;22.35729291;0.5700360617,Known transition,8.0,4
Known-Transition Safe,8,0,391.23432432432435,19.80837837837838,19.461581081081082,36.0,61.0,50.59279279279279,0.0361036036036036,0.010472972972972974,0.14567567567567566,0.05081081081081081,0.8345171161785998,25.0,109.0,0.03504504504504505,389,11100,0.21841909846630445,0.4007797941559755,23.998585887437777,0.4064864864864865,True,True,0.95;0.2315765095;0.95;0.8081176242;0.6281327393;0.795200025;0.3394136806;0.9476946562;0.5005847781;0.95;0.23436609;0.2528380647,0.3369544871;1.95400716;0.2191119648;0.5235225351;0.7414402559;0.5383055036;1.361973486;0.3438720469;0.9427001774;0.2738400263;1.931388168;1.795260579,4.578378378;19.80837838;4.863513514;6.388108108;8.615135135;6.248108108;14.39513514;5.115405405;11.4672973;4.627837838;19.17783784;18.89513514,0.08469396568;0.391857652;0.05655457469;0.1392286958;0.2019923724;0.1479612695;0.3865059894;0.08327279838;0.2687969425;0.0652775414;0.3941075857;0.4007797942,0.212972973;0.05081081081;0.2140540541;0.1937837838;0.1467567568;0.1945945946;0.08567567568;0.1994594595;0.1264864865;0.2124324324;0.05243243243;0.05864864865,0.3369544871;23.98474212;0.2191119648;0.7705676054;1.765761024;0.9532220145;23.86642066;0.3438720469;5.796703726;0.2738400263;23.99858589;23.99809355,Known transition,8.0,8
Known-Transition Safe,8,1,535.6175675675676,28.737297297297296,27.1472027027027,50.0,84.0,69.83198198198198,0.08036036036036036,0.030675675675675675,0.12245495495495497,0.03,0.7036434156797655,33.0,145.0,0.12387387387387387,1375,11100,0.27958295039177905,0.40302832730096516,23.99946181673495,0.4064864864864865,True,True,0.5605092249;0.2181252996;0.2316669551;0.3707979081;0.95;0.95;0.2020086086;0.95;0.325972712;0.8362721814;0.2993435181;0.2334007936,0.8400796556;2.072097608;1.953264399;1.254604531;0.2976063768;0.2276934429;2.237061952;0.2579608484;1.414030367;0.4910760745;1.530799061;1.939147999,9.523243243;25.84621622;25.47810811;14.15891892;4.218378378;3.911351351;28.7372973;4.399189189;13.99945946;6.022162162;13.99243243;22.30702703,0.2563378192;0.3964986775;0.3975157006;0.3770595239;0.07753852627;0.06369262526;0.3978342607;0.06713953973;0.3917246286;0.1389612568;0.3876645188;0.4030283273,0.1464864865;0.04216216216;0.03756756757;0.09783783784;0.2245945946;0.2464864865;0.03;0.2272972973;0.08378378378;0.2051351351;0.07891891892;0.04918918919,4.040876212;23.99874277;23.99722263;23.80584856;0.2976063768;0.2276934429;23.99405494;0.2579608484;23.99946182;0.7643042981;23.98634551;23.98376792,Known transition,8.0,8
Known-Transition Safe,8,2,437.2356756756757,26.107027027027026,24.002608108108106,38.0,67.0,56.623423423423425,0.04378378378378378,0.014099099099099099,0.13463963963963965,0.03351351351351351,0.8277940264360515,28.0,171.0,0.06054054054054054,672,11100,0.2396031772283315,0.40203588760444586,23.999999335120002,0.4064864864864865,True,True,0.2983974043;0.4720337023;0.7619171253;0.95;0.6042558466;0.7527600943;0.6803453125;0.2438339011;0.7053294905;0.1925045361;0.95;0.2931742638,1.535332493;0.9986066978;0.5764720931;0.328976203;0.7746227687;0.5870535051;0.6736618433;1.858825842;0.6430324214;2.34929577;0.2710575607;1.560894842,15.92648649;9.711891892;6.365135135;4.750540541;9.395945946;6.699189189;7.072432432;22.28081081;7.591891892;26.10702703;4.988648649;17.25486486,0.3850779874;0.2698937021;0.1512849736;0.08064362597;0.2196160228;0.1570764784;0.1756982916;0.398893978;0.1746615091;0.3930308329;0.06732483737;0.4020358876,0.06189189189;0.1345945946;0.1848648649;0.2059459459;0.1451351351;0.18;0.1737837838;0.04972972973;0.1672972973;0.03351351351;0.2105405405;0.06837837838,23.99061455;6.752627724;0.9294162793;0.328976203;2.546227687;1.335267526;1.915632903;23.97738176;1.372129686;23.99999934;0.2710575607;23.99274429,Known transition,8.0,8
Known-Transition Safe,8,3,526.9454054054054,22.69081081081081,21.828945945945943,44.0,68.0,59.27522522522523,0.06486486486486487,0.016486486486486488,0.10851351351351352,0.047027027027027025,0.7216680955077684,36.0,128.0,0.09432432432432432,1047,11100,0.31638566541112745,0.3987930771193509,23.999550604747906,0.4064864864864865,True,True,0.2469621281;0.8215561338;0.8932287906;0.3220866759;0.225348274;0.2465631425;0.4834834838;0.2778755806;0.2645088005;0.3014458345;0.9387067142;0.2969367479,1.836175919;0.5080937316;0.4222105672;1.429873819;2.006740312;1.839030251;0.9755450403;1.641436133;1.719737046;1.520828652;0.3585144156;1.542388958,18.50135135;5.562972973;4.583513514;13.05648649;21.12378378;22.69081081;9.983783784;16.93054054;18.54108108;16.27756757;4.747837838;15.95,0.3965147457;0.142952858;0.1146815189;0.3953407883;0.3948397154;0.3981251975;0.3026826233;0.3912828835;0.3987930771;0.3896609628;0.09282616491;0.3789274495,0.05243243243;0.2091891892;0.2267567568;0.08864864865;0.04918918919;0.04702702703;0.1413513514;0.06405405405;0.05918918919;0.07324324324;0.2164864865;0.07459459459,23.99021188;0.7242811947;0.4666317017;23.95246085;23.99722931;23.98737595;10.14407641;23.99552575;23.97896367;23.9995506;0.3585144156;23.95411793,Known transition,8.0,8
Known-Transition Safe,8,4,480.2710810810811,22.05108108108108,21.801945945945945,40.0,61.0,52.99144144144144,0.0481981981981982,0.010427927927927927,0.10704954954954954,0.04297297297297297,0.8708486582745121,34.0,103.0,0.04513513513513513,501,11100,0.2829583055029398,0.3966109490707897,23.997933097420226,0.4064864864864865,True,True,0.662118963;0.6741961796;0.3640876;0.2460798207;0.2372011855;0.4128728207;0.5024050881;0.4159209977;0.2309431598;0.4380235493;0.7287104513;0.5641011845,0.6966749552;0.6813572012;1.27608378;1.842501298;1.908996959;1.13470463;0.9393093506;1.126874486;1.959226317;1.072981387;0.6151471375;0.8344446437,8.219459459;7.939459459;13.25027027;18.86432432;21.59810811;11.84918919;10.1627027;12.21567568;22.05108108;12.42864865;7.772972973;9.016486486,0.1862193326;0.1749430652;0.3214351576;0.3924029791;0.3900545138;0.3143438503;0.2558983312;0.2893326384;0.3966109491;0.2899949696;0.157610672;0.2266532073,0.1578378378;0.1591891892;0.09135135135;0.0527027027;0.04945945946;0.1027027027;0.1218918919;0.1018918919;0.04297297297;0.1024324324;0.1635135135;0.1386486486,1.586699821;1.806786006;15.59551877;23.99257917;23.9979331;8.489978717;4.125496362;8.791238697;23.99497405;7.059627747;1.26058855;2.744446437,Known transition,8.0,8
Known-Transition Safe,8,5,451.3537837837838,26.386216216216216,23.019918918918915,40.0,68.0,57.18648648648649,0.0484009009009009,0.01572072072072072,0.12626126126126128,0.041891891891891894,0.8199082999445032,29.0,157.0,0.04387387387387388,487,11100,0.25515922501874305,0.3928449997753637,23.997445942445758,0.4064864864864865,True,True,0.9411489522;0.4821824971;0.3825098869;0.7544254172;0.3523107703;0.8677360717;0.95;0.2189202535;0.8265150398;0.3376263363;0.2625732011;0.2699141276,0.3546353857;0.9781203331;1.218803669;0.5851252029;1.315645181;0.4538598372;0.2241414152;2.064668323;0.5023771293;1.368663091;1.731770293;1.687095206,4.960540541;10.72810811;11.97243243;6.835675676;13.07432432;6.330810811;4.52972973;26.38621622;6.282972973;14.04783784;20.26567568;18.5772973,0.08501664515;0.2775746891;0.3445590913;0.1489697138;0.3509572415;0.1096623499;0.05464204231;0.3928449998;0.1288529448;0.3876645729;0.3922225691;0.3889438406,0.2056756757;0.1245945946;0.09810810811;0.1789189189;0.09405405405;0.1789189189;0.2091891892;0.04189189189;0.182972973;0.08594594595;0.05405405405;0.06081081081,0.3546353857;6.893684664;12.82055037;0.9553756086;19.04483976;0.5615795117;0.2241414152;23.99744594;0.8095085171;23.96031987;23.99626068;23.98366234,Known transition,8.0,8
